2,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
"[obj_crate,Instances]","[obj_crate,Instances]","[obj_barrel,Instances]",#,"[obj_psnt_arch_body,Instances]",#,#,#,#,"[obj_bat,Instances]",#,#,#,#,"[obj_psnt_body,Instances]",#,"[obj_barrel,Instances]","[obj_crate,Instances]","[obj_crate,Instances]"
"[obj_crate,Instances]","[obj_crate,Instances]",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"[obj_crate,Instances]","[obj_crate,Instances]"
"[obj_barrel,Instances]",#,#,#,#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]",#,#,#,#,#,#,"[obj_barrel,Instances]"
#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_pit,BH]",#,#,#,#,#,#,#
#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_pit,BH]",#,"[obj_bat,Instances]",#,#,#,#,"[obj_psnt_arch_body,Instances]"
#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_pit,BH]",#,#,#,#,#,#,#
"[obj_barrel,Instances]",#,#,#,#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]",#,#,#,#,#,#,"[obj_barrel,Instances]"
"[obj_crate,Instances]","[obj_crate,Instances]",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"[obj_crate,Instances]","[obj_crate,Instances]"
"[obj_crate,Instances]","[obj_crate,Instances]","[obj_barrel,Instances]",#,#,#,#,#,#,#,#,#,#,#,#,#,"[obj_barrel,Instances]","[obj_crate,Instances]","[obj_crate,Instances]"
1,,,,,,,,,,,,,,,,,,
"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]","[obj_vase,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]"
"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]",#,#,"[obj_rock,Instances]","[obj_rock,Instances]"
"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]","[obj_crate,Instances]",#,"[obj_chest,Instances]","[obj_rock,Instances]"
#,#,#,#,#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]",#,#,#,"[obj_vase,Instances]"
#,#,#,#,#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]",#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]","[obj_rock,Instances]",#,#,#
"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]",#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]","[obj_rock,Instances]",#,#,#
"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]",#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_vase,Instances]","[obj_vase,Instances]"
"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]",#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_vase,Instances]"
2,,,,,,,,,,,,,,,,,,
"[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_crate,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_crate,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_crate,Instances]","[obj_rock,Instances]","[obj_rock,Instances]"
#,#,"[obj_slm_cr,Instances]",#,#,#,#,#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_pit,BH]","[obj_crate,Instances]","[obj_rock,Instances]"
#,#,#,#,#,#,#,#,#,#,#,#,"[obj_slm_cr,Instances]",#,#,"[obj_pit,BH]","[obj_pit,BH]","[obj_crate,Instances]","[obj_rock,Instances]"
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"[obj_psnt_arch_body,Instances]","[obj_pit,BH]","[obj_pit,BH]","[obj_crate,Instances]"
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"[obj_pit,BH]","[obj_crate,Instances]"
#,"[obj_psnt_arch_body,Instances]",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"[obj_rock,Instances]"
"[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_vase,Instances]","[obj_rock,Instances]",#,#,#,#,#,#,#,#,#,#,#,#,#,"[obj_rock,Instances]"
"[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]",#,#,#,#,#,#,#,#,#,"[obj_slm_cr,Instances]",#,"[obj_rock,Instances]"
