3;;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;;
"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_barrel,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_barrel,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_barrel,Instances]";"[obj_rock,Instances]";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"[obj_barrel,Instances]"
"[obj_chest,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"[obj_rock,Instances]"
"#";"[obj_rock,Instances]";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"[obj_rock,Instances]";"#";"#"
"[obj_barrel,Instances]";"#";"[obj_rock,Instances]";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"[obj_barrel,Instances]"
"[obj_rock,Instances]";"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_rock,Instances]";"[obj_barrel,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"[obj_barrel,Instances]";"#";"[obj_barrel,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"[obj_barrel,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
1;;;;;;;;;;;;;;;;;;
"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_slm_cr,Instances]";"[obj_rock,Instances]";"#";"#";"#";"[obj_rock,Instances]";"[obj_slm_cr,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"#";"#";"[obj_vase,Instances]";"#";"#";"#";"[obj_vase,Instances]";"#";"#";"#";"#";"#";"#";"#"
