2;;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;;
"[obj_rock,Instances]";"[obj_psnt_body,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_barrel,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"[obj_psnt_body,Instances]";"#"
"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#"
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_vase,Instances]";"[obj_vase,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_vase,Instances]";"[obj_vase,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_barrel,Instances]";"[obj_rock,Instances]";"[obj_crate,Instances]";"[obj_crate,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_hspider,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#"
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_crate,Instances]";"[obj_crate,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_vase,Instances]";"[obj_vase,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_crate,Instances]";"[obj_crate,Instances]"
"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#"
"[obj_rock,Instances]";"#";"#";"[obj_psnt_body,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"[obj_psnt_body,Instances]";"#"
1;;;;;;;;;;;;;;;;;;
"[obj_chest,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_psnt_arch_body,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#"
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_barrel,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"[obj_barrel,Instances]";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"[obj_barrel,Instances]";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_psnt_arch_body,Instances]"
2;;;;;;;;;;;;;;;;;;
"[obj_rock,Instances]";"[obj_crate,Instances]";"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"[obj_vase,Instances]";"[obj_pit,BH]";"[obj_vase,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_crate,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_hspider,Instances]";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_pit,BH]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"[obj_pit,BH]";"[obj_pit,BH]";"[obj_pit,BH]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"[obj_pit,BH]";"[obj_bat,Instances]";"[obj_pit,BH]";"#";"#";"#";"#";"[obj_chest,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"[obj_pit,BH]";"[obj_pit,BH]";"[obj_pit,BH]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_pit,BH]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_barrel,Instances]";"[obj_crate,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_hspider,Instances]";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_crate,Instances]";"[obj_barrel,Instances]";"[obj_crate,Instances]";"#";"#";"#";"#";"#";"[obj_vase,Instances]";"[obj_pit,BH]";"[obj_vase,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
