0,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"


