4;;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;;
"[obj_crate,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_crate,Instances]";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"#";"#";"[obj_vase,Instances]";"#";"#";"#";"[obj_vase,Instances]";"#";"#";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"#";"[obj_vase,Instances]";"[obj_bat,Instances]";"[obj_vase,Instances]";"#";"[obj_vase,Instances]";"[obj_bat,Instances]";"[obj_vase,Instances]";"#";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"#";"#";"[obj_vase,Instances]";"#";"#";"#";"[obj_vase,Instances]";"#";"#";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"[obj_rock,Instances]";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"[obj_rock,Instances]"
"[obj_crate,Instances]";"[obj_crate,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_crate,Instances]";"[obj_crate,Instances]";"[obj_crate,Instances]"
1;;;;;;;;;;;;;;;;;;
"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#"
"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"[obj_slm_cr,Instances]";"#";"#";"#";"[obj_slm_cr,Instances]";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#"
"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#"
