2,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
"[obj_barrel,Instances]",#,"[obj_bat,Instances]",#,#,"[obj_rock,Instances]","[obj_crate,Instances]",#,#,#,#,#,"[obj_crate,Instances]","[obj_rock,Instances]",#,#,#,"[obj_vase,Instances]","[obj_barrel,Instances]"
#,#,#,#,#,"[obj_rock,Instances]",#,#,#,#,#,#,#,"[obj_rock,Instances]",#,#,"[obj_bat,Instances]",#,#
"[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_rock,Instances]",#,#,#,#,#
#,#,#,#,#,"[obj_fl_spikes,BH]",#,#,#,#,#,#,#,"[obj_rock,Instances]",#,#,#,#,"[obj_barrel,Instances]"
#,#,#,#,#,"[obj_fl_spikes,BH]",#,#,#,#,#,#,#,"[obj_rock,Instances]",#,#,#,#,#
#,#,#,#,#,"[obj_fl_spikes,BH]",#,#,#,#,#,#,#,"[obj_rock,Instances]",#,#,#,#,#
"[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_rock,Instances]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_fl_spikes,BH]","[obj_rock,Instances]",#,#,#,#,#
#,#,#,#,#,"[obj_rock,Instances]",#,#,#,#,#,#,#,"[obj_rock,Instances]",#,#,"[obj_bat,Instances]",#,"[obj_vase,Instances]"
"[obj_barrel,Instances]",#,"[obj_bat,Instances]",#,#,"[obj_rock,Instances]","[obj_crate,Instances]",#,#,#,#,#,"[obj_crate,Instances]","[obj_rock,Instances]",#,#,#,"[obj_vase,Instances]","[obj_vase,Instances]"
1,,,,,,,,,,,,,,,,,,
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
2,,,,,,,,,,,,,,,,,,
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
