3;;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;;
"[obj_barrel,Instances]";"#";"[obj_bat,Instances]";"#";"#";"[obj_rock,Instances]";"[obj_crate,Instances]";"#";"#";"#";"#";"#";"[obj_crate,Instances]";"[obj_rock,Instances]";"#";"#";"#";"[obj_vase,Instances]";"[obj_barrel,Instances]"
"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"[obj_bat,Instances]";"#";"#"
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_fl_spikes,BH]";"[obj_fl_spikes_alt,BH]";"[obj_fl_spikes,BH]";"[obj_fl_spikes_alt,BH]";"[obj_fl_spikes,BH]";"[obj_fl_spikes_alt,BH]";"[obj_fl_spikes,BH]";"[obj_rock,Instances]";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"[obj_fl_spikes,BH]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_barrel,Instances]"
"#";"#";"#";"#";"#";"[obj_fl_spikes_alt,BH]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"[obj_fl_spikes,BH]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#"
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_fl_spikes,BH]";"[obj_fl_spikes_alt,BH]";"[obj_fl_spikes,BH]";"[obj_fl_spikes_alt,BH]";"[obj_fl_spikes,BH]";"[obj_fl_spikes_alt,BH]";"[obj_fl_spikes,BH]";"[obj_rock,Instances]";"#";"#";"#";"#";"#"
"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"[obj_bat,Instances]";"#";"[obj_vase,Instances]"
"[obj_barrel,Instances]";"#";"[obj_bat,Instances]";"#";"#";"[obj_rock,Instances]";"[obj_crate,Instances]";"#";"#";"#";"#";"#";"[obj_crate,Instances]";"[obj_rock,Instances]";"#";"#";"#";"[obj_vase,Instances]";"[obj_vase,Instances]"
1;;;;;;;;;;;;;;;;;;
"[obj_barrel,Instances]";"[obj_barrel,Instances]";"[obj_vase,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_hspider,Instances]";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]"
"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"[obj_hspider,Instances]";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"[obj_hspider,Instances]";"#";"[obj_rock,Instances]"
"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"[obj_vase,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_rock,Instances]"
"[obj_barrel,Instances]";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"#";"[obj_rock,Instances]";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]"
"[obj_barrel,Instances]";"[obj_vase,Instances]";"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_hspider,Instances]";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]"
2;;;;;;;;;;;;;;;;;;
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"[obj_crate,Instances]";"[obj_rock,Instances]";"[obj_pit,BH]";"[obj_pit,BH]";"[obj_pit,BH]"
"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_barrel,Instances]";"#";"#";"#";"#";"#";"[obj_bat,Instances]";"#";"#";"#";"[obj_rock,Instances]";"[obj_rock,Instances]";"[obj_pit,BH]";"[obj_pit,BH]";"[obj_pit,BH]";"[obj_pit,BH]"
"[obj_rock,Instances]";"[obj_vase,Instances]";"[obj_rock,Instances]";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"[obj_crate,Instances]";"[obj_rock,Instances]";"[obj_pit,BH]";"[obj_pit,BH]";"[obj_pit,BH]";"[obj_pit,BH]"
